0.013333,0.02,0.02,0.013333,0.033333,0.033333,0.026667,0.04,0.046667,0.04,0.04,0.04,0.04,0.026667,0.033333,0.046667,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.046667,0.046667,0.033333,0.04,0.04,0,0,0,0,0,0,0
0.013245,0.019868,0.019868,0.019868,0.033113,0.033113,0.02649,0.039735,0.046358,0.039735,0.039735,0.039735,0.039735,0.02649,0.033113,0.046358,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.046358,0.046358,0.033113,0.039735,0.039735,0,0,0,0,0,0,0
0.013245,0.019868,0.019868,0.019868,0.033113,0.033113,0.02649,0.039735,0.046358,0.039735,0.039735,0.039735,0.039735,0.02649,0.033113,0.046358,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.046358,0.046358,0.033113,0.039735,0.039735,0,0,0,0,0,0,0
0.013158,0.019737,0.019737,0.019737,0.032895,0.032895,0.026316,0.039474,0.046053,0.039474,0.039474,0.039474,0.039474,0.026316,0.032895,0.046053,0.039474,0.039474,0.039474,0.039474,0.039474,0.039474,0.039474,0.046053,0.046053,0.039474,0.039474,0.039474,0,0,0,0,0,0,0
0.013245,0.019868,0.019868,0.013245,0.033113,0.033113,0.02649,0.039735,0.046358,0.039735,0.039735,0.039735,0.039735,0.02649,0.033113,0.046358,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.046358,0.046358,0.039735,0.039735,0.039735,0,0,0,0,0,0,0
0.013245,0.019868,0.019868,0.013245,0.033113,0.033113,0.02649,0.039735,0.046358,0.039735,0.039735,0.039735,0.039735,0.02649,0.033113,0.046358,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.046358,0.046358,0.039735,0.039735,0.039735,0,0,0,0,0,0,0
0.013245,0.019868,0.019868,0.013245,0.033113,0.033113,0.02649,0.039735,0.046358,0.039735,0.039735,0.039735,0.039735,0.02649,0.033113,0.046358,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.046358,0.046358,0.039735,0.039735,0.039735,0,0,0,0,0,0,0
0.013245,0.019868,0.019868,0.013245,0.033113,0.033113,0.02649,0.039735,0.046358,0.039735,0.039735,0.039735,0.039735,0.02649,0.033113,0.046358,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.046358,0.046358,0.039735,0.039735,0.039735,0,0,0,0,0,0,0
0.013245,0.019868,0.019868,0.013245,0.033113,0.033113,0.02649,0.039735,0.046358,0.039735,0.039735,0.039735,0.039735,0.02649,0.033113,0.046358,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.046358,0.046358,0.039735,0.039735,0.039735,0,0,0,0,0,0,0
0.013245,0.019868,0.019868,0.013245,0.033113,0.033113,0.02649,0.039735,0.046358,0.039735,0.039735,0.039735,0.039735,0.02649,0.033113,0.046358,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.039735,0.046358,0.046358,0.039735,0.039735,0.039735,0,0,0,0,0,0,0
